ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Cluster
459465,Female,Yes,27,Yes,Entertainment,3.0,Low,5.0,0
463894,Female,Yes,51,Yes,Artist,0.0,Average,3.0,0
466089,Male,No,59,No,Entertainment,0.0,Low,3.0,2
459355,Female,Yes,78,No,Homemaker,,Low,1.0,4
467227,Female,No,37,Yes,Artist,12.0,Low,1.0,1
459054,Male,Yes,37,Yes,Executive,9.0,High,4.0,3
463609,Male,Yes,30,No,Artist,0.0,Average,2.0,3
466260,Male,Yes,43,Yes,Entertainment,0.0,Average,2.0,3
464283,Male,No,40,Yes,Artist,5.0,Low,2.0,1
465646,Female,No,40,Yes,Artist,6.0,Low,2.0,1
461103,Female,No,30,No,Engineer,1.0,Low,5.0,2
464378,Female,Yes,40,Yes,Artist,9.0,Average,2.0,0
462661,Female,Yes,62,Yes,Artist,2.0,High,3.0,0
460266,Male,No,22,No,Healthcare,0.0,Low,8.0,2
462983,Female,Yes,66,Yes,Lawyer,1.0,High,2.0,4
459022,Male,Yes,67,Yes,Artist,10.0,Low,1.0,3
463231,Male,Yes,50,Yes,Artist,1.0,Average,3.0,3
465863,Male,No,27,No,Healthcare,5.0,Low,3.0,2
463557,Male,No,28,Yes,Doctor,1.0,Low,3.0,1
467636,Male,Yes,45,Yes,Doctor,1.0,Average,2.0,3
463539,Male,Yes,59,Yes,Artist,1.0,Average,2.0,3
459633,Male,No,19,No,Healthcare,1.0,Low,2.0,2
462304,Male,Yes,62,Yes,Artist,1.0,Low,4.0,3
466988,Female,No,72,Yes,Lawyer,0.0,Low,,4
467467,Male,No,19,No,Healthcare,0.0,Low,4.0,2
464871,Female,No,28,Yes,Entertainment,6.0,Low,3.0,1
462258,Male,No,25,No,Doctor,1.0,Low,4.0,2
467813,Male,Yes,36,Yes,Entertainment,0.0,Low,2.0,3
459068,Female,No,33,Yes,Healthcare,2.0,Low,2.0,1
462701,Male,Yes,59,No,Entertainment,0.0,Average,4.0,3
466536,Male,No,20,No,Healthcare,4.0,Low,4.0,2
465668,Male,No,23,No,Healthcare,0.0,Low,5.0,2
462234,Male,Yes,27,No,,1.0,Average,6.0,3
460340,Female,No,46,Yes,Artist,10.0,Low,2.0,1
466820,Female,Yes,74,No,Lawyer,1.0,High,2.0,4
462922,Male,No,26,No,Doctor,8.0,Low,1.0,1
465326,Male,Yes,76,Yes,Artist,,Low,1.0,3
464130,Male,No,41,Yes,Artist,1.0,Low,3.0,1
463832,Female,No,32,No,Marketing,,Low,,2
462735,Female,Yes,30,No,Artist,0.0,Average,2.0,0
464412,Male,Yes,70,No,Lawyer,1.0,Low,2.0,4
464468,Male,Yes,50,Yes,Artist,1.0,Low,3.0,3
463422,Male,Yes,39,No,Executive,,High,4.0,3
459498,Female,Yes,42,Yes,Artist,,Low,2.0,0
460173,Female,Yes,40,Yes,Artist,1.0,Low,3.0,0
463091,Female,Yes,39,Yes,Homemaker,8.0,Low,1.0,0
467213,Female,Yes,88,Yes,Lawyer,1.0,High,2.0,4
461804,Female,No,43,Yes,Artist,0.0,Low,1.0,1
466649,Male,No,19,No,Healthcare,1.0,Low,3.0,2
460533,Female,Yes,45,No,Artist,6.0,Low,1.0,0
465820,Female,,30,Yes,,,Average,4.0,0
466329,Female,Yes,39,,Doctor,2.0,Low,1.0,0
461892,Female,No,35,Yes,Healthcare,0.0,Low,1.0,1
463656,Male,Yes,53,Yes,Doctor,0.0,Low,3.0,3
462850,Male,No,21,No,Healthcare,1.0,Low,4.0,2
460603,Female,No,22,,Entertainment,0.0,Low,3.0,1
460707,Male,Yes,38,No,Artist,1.0,Average,3.0,3
463122,Male,Yes,36,Yes,Executive,9.0,Average,3.0,3
467588,Male,Yes,63,Yes,Artist,0.0,Average,4.0,3
462552,Male,No,31,Yes,Artist,1.0,Low,2.0,1
466048,Male,No,25,No,Entertainment,3.0,Low,1.0,2
467845,Male,Yes,52,Yes,Entertainment,1.0,Low,2.0,3
459810,Male,No,19,No,Healthcare,1.0,Low,4.0,2
461267,Female,No,35,Yes,Healthcare,,Low,1.0,1
466572,Female,No,30,No,Healthcare,0.0,Low,4.0,2
464092,Female,Yes,59,Yes,Artist,0.0,Average,5.0,0
467025,Female,No,25,No,Engineer,1.0,Low,3.0,2
466110,Male,Yes,77,Yes,Lawyer,0.0,Low,1.0,4
462353,Female,Yes,58,Yes,Doctor,1.0,Average,2.0,0
459904,Female,Yes,38,Yes,Artist,6.0,Low,4.0,0
462011,Male,Yes,29,No,Marketing,1.0,Low,4.0,2
462367,Male,Yes,56,Yes,Artist,1.0,Average,3.0,3
460220,Female,No,37,Yes,Entertainment,1.0,Low,2.0,1
461429,Male,Yes,49,Yes,Doctor,1.0,Average,4.0,3
462668,Female,No,41,Yes,Artist,2.0,Low,1.0,1
467339,Male,,55,Yes,Artist,1.0,Average,3.0,3
461699,Male,No,28,Yes,Doctor,0.0,Low,1.0,1
464885,Female,No,35,No,Engineer,1.0,Low,2.0,2
460989,Male,No,23,No,Healthcare,1.0,Low,3.0,2
462156,Female,Yes,43,Yes,Artist,4.0,Average,2.0,0
461182,Male,No,18,No,Healthcare,,Low,,2
460507,Male,No,30,No,Doctor,1.0,Low,4.0,2
462875,Male,No,20,No,Healthcare,1.0,Low,3.0,2
461708,Male,Yes,84,No,Lawyer,0.0,High,2.0,4
459766,Female,No,42,Yes,Engineer,,Low,1.0,1
462137,Male,No,28,Yes,Doctor,1.0,Low,1.0,1
459630,Male,Yes,73,Yes,Lawyer,1.0,Average,2.0,4
462699,Female,Yes,61,Yes,Lawyer,,High,4.0,4
465897,Female,Yes,42,Yes,Artist,9.0,Low,1.0,0
465628,Male,Yes,49,Yes,Artist,2.0,Low,2.0,3
462987,Female,Yes,84,Yes,Lawyer,,High,2.0,4
463492,Male,No,22,No,Healthcare,,Low,4.0,2
462321,Female,No,42,Yes,Engineer,6.0,Low,1.0,1
460511,Female,No,31,No,Doctor,0.0,Low,4.0,2
459225,Female,Yes,49,Yes,Artist,0.0,Average,4.0,0
467894,Male,Yes,58,Yes,Artist,0.0,Average,2.0,3
465076,Male,Yes,72,Yes,Artist,0.0,High,5.0,3
467573,Male,Yes,45,Yes,Artist,6.0,Average,4.0,3
465266,Male,Yes,49,Yes,Entertainment,0.0,Average,5.0,3
462215,Female,No,20,No,Marketing,1.0,Low,3.0,2
466279,Female,No,31,No,,1.0,Low,4.0,2
467131,Male,Yes,50,Yes,Artist,0.0,Low,2.0,3
459456,Female,No,65,No,Lawyer,,Low,1.0,4
460225,Female,Yes,78,Yes,Lawyer,3.0,High,2.0,4
463825,Female,Yes,45,Yes,Artist,1.0,Average,3.0,0
462597,Male,Yes,29,No,Healthcare,,Low,4.0,2
466360,Male,No,25,No,Healthcare,0.0,Low,3.0,2
465542,Female,Yes,62,No,Doctor,,Average,5.0,0
465848,Female,No,28,Yes,Healthcare,0.0,Low,1.0,1
459043,Female,Yes,49,No,Engineer,1.0,Low,1.0,0
463069,Male,No,29,Yes,Artist,7.0,Low,1.0,1
459795,Male,No,52,Yes,Artist,0.0,Low,1.0,1
464954,Male,No,23,No,Healthcare,1.0,Low,4.0,2
459713,Male,No,18,No,Healthcare,,Low,3.0,2
463068,Male,Yes,26,Yes,Artist,9.0,Average,2.0,3
464834,Male,Yes,51,No,Executive,1.0,Low,4.0,3
462908,Male,Yes,27,No,Executive,10.0,High,3.0,3
464032,Male,No,20,No,Healthcare,1.0,Low,3.0,2
459307,Male,Yes,62,Yes,Entertainment,0.0,Low,1.0,3
462224,Female,Yes,63,No,Engineer,4.0,Average,8.0,0
465611,Male,No,53,Yes,Doctor,0.0,Low,1.0,1
466322,Male,No,28,No,Doctor,0.0,Low,3.0,2
461548,Female,No,33,Yes,Engineer,1.0,Low,3.0,1
461870,Female,Yes,45,Yes,Artist,0.0,Average,2.0,0
466966,Male,Yes,61,Yes,Entertainment,1.0,Average,2.0,3
459207,Female,Yes,62,,Doctor,0.0,Average,4.0,0
465672,Male,No,42,No,Executive,9.0,Low,3.0,2
459317,Male,Yes,52,Yes,Executive,1.0,High,4.0,3
464362,Female,Yes,51,Yes,Artist,1.0,Low,1.0,0
465683,Female,No,49,No,Entertainment,1.0,Low,2.0,1
462253,Male,Yes,51,Yes,Engineer,0.0,Low,2.0,3
459421,Male,Yes,29,No,Healthcare,0.0,Average,4.0,3
459987,Male,Yes,53,Yes,Healthcare,,High,2.0,4
460036,Male,Yes,40,Yes,,3.0,Low,1.0,3
461613,Female,No,25,Yes,Healthcare,8.0,Low,4.0,1
461168,Female,Yes,29,No,Engineer,5.0,Average,2.0,0
459247,Male,Yes,60,Yes,Executive,0.0,Average,5.0,3
460770,Female,No,25,Yes,Healthcare,5.0,Low,3.0,1
465047,Male,Yes,55,Yes,Executive,8.0,High,2.0,3
467013,Male,Yes,66,Yes,Executive,0.0,High,2.0,4
465894,Male,No,27,Yes,Artist,8.0,Low,6.0,2
462702,Male,Yes,51,No,Entertainment,1.0,Average,4.0,3
465431,Male,Yes,35,No,Artist,0.0,Low,2.0,3
466386,Male,Yes,65,Yes,Executive,1.0,Low,2.0,3
467221,Female,No,20,No,Doctor,,Low,4.0,2
464057,Male,No,32,Yes,Marketing,0.0,Low,5.0,2
467217,Female,Yes,79,Yes,Lawyer,,High,2.0,4
462186,Female,No,21,No,Doctor,0.0,Low,3.0,2
463432,Male,No,36,Yes,Artist,0.0,Low,1.0,1
466753,Female,Yes,70,Yes,Artist,1.0,Average,2.0,0
465123,Female,No,28,Yes,Healthcare,1.0,Low,3.0,1
459965,Male,No,25,Yes,Artist,7.0,Low,1.0,1
466030,Female,Yes,36,No,Entertainment,8.0,Low,2.0,0
462582,Male,No,20,No,Healthcare,0.0,Low,4.0,2
461466,Male,Yes,49,No,Artist,0.0,Low,2.0,3
459676,Female,No,28,Yes,Artist,,Low,2.0,1
464380,Female,Yes,49,Yes,Artist,6.0,Average,6.0,0
466846,Male,No,18,No,Healthcare,2.0,Low,4.0,2
465184,Female,Yes,46,No,Engineer,1.0,Average,5.0,0
459481,Male,Yes,47,No,Lawyer,0.0,Low,2.0,4
467263,Female,No,32,No,Marketing,,Low,1.0,2
465136,Male,Yes,47,Yes,Artist,0.0,Average,2.0,3
464253,Female,Yes,49,Yes,Artist,,Average,4.0,0
466534,Male,No,28,No,Healthcare,0.0,Low,9.0,2
466411,Male,Yes,58,Yes,Artist,1.0,Average,3.0,3
462576,Female,No,21,No,Healthcare,9.0,Low,4.0,2
467704,Male,Yes,53,Yes,Artist,1.0,Average,2.0,3
465303,Female,Yes,67,Yes,Artist,1.0,Average,3.0,0
467703,Male,No,26,Yes,Healthcare,1.0,Low,5.0,2
465493,Female,No,26,No,Artist,0.0,Low,3.0,2
461322,Male,Yes,40,Yes,Artist,0.0,Average,2.0,3
461706,Male,No,25,Yes,Healthcare,0.0,Low,3.0,2
463629,Male,No,41,Yes,Artist,1.0,Low,1.0,1
465140,Male,Yes,45,Yes,Executive,5.0,High,3.0,3
459308,Female,Yes,47,Yes,Artist,0.0,Average,2.0,0
459582,Male,Yes,27,No,Entertainment,,Average,3.0,3
460859,Male,Yes,50,Yes,Entertainment,,Low,4.0,3
461915,Male,Yes,51,No,Artist,,Average,2.0,3
466358,Female,,28,No,Engineer,0.0,Low,4.0,2
459708,Female,No,39,Yes,Engineer,1.0,Low,1.0,1
459179,Male,Yes,60,No,Entertainment,0.0,Average,3.0,3
462654,Male,Yes,39,No,Artist,1.0,Average,6.0,3
466256,Female,Yes,65,Yes,Engineer,1.0,Low,1.0,0
465649,Female,Yes,43,Yes,Marketing,6.0,Low,1.0,0
467333,Female,Yes,58,Yes,Artist,,Average,6.0,0
465652,Female,Yes,31,No,Marketing,0.0,Low,2.0,2
460360,Female,Yes,38,Yes,Artist,2.0,Low,1.0,0
464472,Female,No,27,Yes,Artist,0.0,Low,3.0,1
467422,Female,Yes,58,Yes,Artist,0.0,Average,2.0,0
463116,Male,Yes,62,Yes,Artist,1.0,High,2.0,3
460177,Male,No,48,Yes,Artist,1.0,Low,1.0,1
465081,Male,Yes,57,Yes,Executive,7.0,High,2.0,3
467810,Male,Yes,42,Yes,Artist,0.0,Average,5.0,3
465063,Female,Yes,68,Yes,Lawyer,1.0,High,2.0,4
462690,Male,Yes,38,Yes,Engineer,,Average,4.0,3
467752,Male,Yes,31,No,Executive,,Average,3.0,3
466430,Female,Yes,51,No,Engineer,0.0,Low,4.0,0
465713,Male,Yes,59,Yes,Artist,0.0,Average,4.0,3
462555,Male,Yes,36,Yes,Artist,1.0,Average,2.0,3
459668,Male,Yes,32,No,,5.0,Average,3.0,3
461615,Male,No,25,Yes,Doctor,1.0,Low,2.0,1
461532,Male,Yes,48,Yes,Entertainment,1.0,Low,1.0,3
465295,Female,,37,Yes,Doctor,8.0,Average,1.0,0
459175,Female,Yes,70,Yes,Artist,1.0,Average,2.0,0
463739,Female,Yes,42,No,Marketing,0.0,Low,3.0,2
464339,Male,No,26,No,Artist,0.0,Low,2.0,2
465074,Male,No,25,Yes,Artist,1.0,Low,4.0,1
465282,Female,No,36,Yes,Artist,0.0,Low,3.0,1
460488,Male,No,42,No,Doctor,0.0,Low,1.0,1
464554,Female,No,35,Yes,Artist,0.0,Low,7.0,2
462814,Female,Yes,22,No,Engineer,8.0,Average,2.0,0
462073,Female,No,36,Yes,Artist,6.0,Low,1.0,1
459901,Male,Yes,47,Yes,Artist,0.0,Average,3.0,3
460858,Male,No,19,No,Healthcare,1.0,Low,4.0,2
461895,Male,Yes,36,Yes,Entertainment,1.0,Low,2.0,3
467308,Female,No,28,Yes,Doctor,0.0,Low,3.0,1
467584,Male,Yes,52,No,Doctor,1.0,Average,4.0,3
466444,Male,Yes,50,Yes,Doctor,,Average,4.0,3
462622,Male,Yes,47,No,Executive,0.0,Low,4.0,3
460100,Female,No,29,Yes,Doctor,1.0,Low,1.0,1
466591,Female,No,23,No,Healthcare,0.0,Low,4.0,2
462849,Male,Yes,50,Yes,Artist,0.0,Average,4.0,3
463235,Female,No,21,No,,1.0,Low,4.0,2
466410,Female,Yes,56,Yes,Artist,0.0,Low,1.0,0
464141,Male,Yes,32,Yes,Entertainment,9.0,High,2.0,3
464634,Female,No,32,Yes,Engineer,,Low,9.0,2
461564,Male,Yes,63,Yes,Executive,1.0,High,2.0,4
463219,Male,Yes,50,No,Entertainment,0.0,Low,2.0,3
461425,Male,Yes,52,Yes,Artist,,Low,4.0,3
464009,Female,Yes,49,Yes,Artist,7.0,Average,4.0,0
460573,Male,No,62,No,Healthcare,8.0,Low,1.0,1
460951,Female,Yes,55,No,Engineer,1.0,Average,7.0,0
462262,Male,No,27,No,Healthcare,1.0,Low,3.0,2
467126,Female,Yes,45,Yes,Artist,0.0,Low,1.0,0
462924,Female,Yes,31,No,Homemaker,8.0,Average,2.0,0
462488,Male,No,33,Yes,Healthcare,0.0,Low,5.0,2
461640,Male,Yes,52,Yes,Artist,1.0,Average,2.0,3
465504,Male,No,42,Yes,Entertainment,0.0,Low,2.0,1
460902,Male,No,38,Yes,Executive,1.0,Low,3.0,1
459657,Male,Yes,84,Yes,Lawyer,1.0,High,2.0,4
465054,Male,Yes,67,Yes,Executive,1.0,High,3.0,4
464000,Female,No,32,No,Healthcare,0.0,Low,5.0,2
460324,Female,No,33,Yes,Entertainment,12.0,Low,2.0,1
462468,Female,No,30,Yes,Healthcare,2.0,Low,5.0,2
465245,Male,No,18,No,Healthcare,1.0,Low,4.0,2
467919,Female,Yes,47,Yes,Artist,7.0,Average,2.0,0
463716,Male,No,29,No,Doctor,1.0,Low,4.0,2
463769,Male,Yes,63,No,Executive,0.0,High,4.0,4
464907,Male,,55,Yes,Engineer,0.0,Average,2.0,3
460523,Female,No,48,Yes,Entertainment,1.0,Low,,1
462327,Male,Yes,27,Yes,Entertainment,0.0,Low,4.0,3
463882,Female,Yes,43,Yes,Artist,1.0,Low,1.0,0
464446,Female,Yes,50,Yes,Engineer,0.0,Low,,0
462282,Male,No,29,No,Healthcare,1.0,Low,3.0,2
467167,Male,Yes,73,Yes,Artist,1.0,Average,,3
459625,Female,Yes,57,No,Engineer,8.0,Low,1.0,0
466740,Female,Yes,47,No,Engineer,8.0,Low,1.0,0
461434,Female,Yes,32,Yes,Executive,4.0,High,3.0,0
465404,Female,Yes,25,Yes,Entertainment,0.0,Average,2.0,0
462337,Female,Yes,79,Yes,Lawyer,1.0,High,2.0,4
461921,Female,No,41,Yes,Artist,0.0,Low,1.0,1
463763,Male,Yes,36,Yes,Artist,4.0,Average,2.0,3
467749,Male,No,19,No,Healthcare,1.0,Low,9.0,2
464876,Female,Yes,49,No,Engineer,,Average,5.0,0
463850,Male,Yes,26,No,Entertainment,0.0,High,2.0,3
460381,Male,No,28,Yes,Artist,13.0,Low,2.0,1
460946,Male,No,84,No,Artist,0.0,Low,1.0,1
464329,Male,Yes,81,No,Lawyer,1.0,Low,2.0,4
467209,Female,No,35,Yes,Healthcare,1.0,Low,1.0,1
461897,Male,Yes,55,Yes,Doctor,0.0,Average,2.0,3
462920,Male,Yes,50,No,Executive,0.0,High,5.0,3
460994,Male,Yes,78,Yes,Lawyer,0.0,Low,5.0,4
462868,Male,Yes,36,No,Entertainment,0.0,Average,4.0,3
459964,Male,No,47,Yes,Marketing,1.0,Low,1.0,1
462663,Male,Yes,48,No,Entertainment,6.0,Average,5.0,3
464116,Female,Yes,69,Yes,Marketing,1.0,Low,2.0,4
467119,Male,Yes,38,No,Marketing,0.0,High,4.0,4
465042,Male,Yes,36,Yes,Artist,1.0,Average,4.0,3
464762,Female,Yes,52,No,Engineer,9.0,Average,4.0,0
460009,Male,No,46,Yes,Artist,0.0,Low,1.0,1
460583,Male,No,18,No,Marketing,1.0,Low,6.0,2
467827,Female,No,22,No,Healthcare,0.0,Low,4.0,2
463795,Male,No,18,No,Doctor,1.0,Low,6.0,2
464313,Male,Yes,30,No,Homemaker,1.0,Average,3.0,3
463672,Male,No,32,Yes,Engineer,,Low,3.0,1
459230,Male,Yes,43,No,Artist,7.0,High,4.0,3
462245,Female,Yes,49,Yes,Artist,1.0,Average,3.0,0
462926,Female,No,40,Yes,Homemaker,9.0,Low,2.0,1
460743,Male,Yes,55,Yes,Artist,0.0,Average,3.0,3
464656,Female,No,33,No,Healthcare,1.0,Low,7.0,2
467656,Male,No,31,Yes,Healthcare,1.0,Low,5.0,2
460978,Female,No,35,Yes,Healthcare,3.0,Low,6.0,2
467684,Male,No,40,Yes,Healthcare,8.0,Low,3.0,1
467089,Male,Yes,69,No,Artist,0.0,Average,3.0,3
466091,Female,Yes,46,Yes,Artist,1.0,Low,4.0,0
464582,Female,Yes,63,Yes,Marketing,0.0,Low,2.0,4
467004,Female,No,50,No,Artist,0.0,Low,,1
458997,Male,Yes,61,Yes,Artist,1.0,Average,2.0,3
466025,Female,No,50,No,Engineer,1.0,Low,1.0,1
464689,Female,No,25,Yes,Marketing,2.0,Low,,2
464507,Male,Yes,53,Yes,Artist,0.0,High,3.0,3
459204,Female,Yes,35,Yes,Engineer,0.0,Average,2.0,0
467521,Male,No,19,No,Healthcare,7.0,Low,3.0,2
462743,Male,No,26,No,Healthcare,3.0,Low,4.0,2
459245,Female,Yes,38,No,Engineer,0.0,Average,4.0,0
463884,Female,No,26,No,Artist,1.0,Low,1.0,1
463860,Male,Yes,39,Yes,Healthcare,0.0,High,3.0,3
459184,Male,Yes,39,Yes,Entertainment,1.0,Low,4.0,3
459332,Female,Yes,72,Yes,Homemaker,1.0,Low,,4
460201,Female,No,45,Yes,Artist,2.0,Low,1.0,1
464989,Male,Yes,47,No,Entertainment,0.0,Average,4.0,3
467782,Female,No,30,Yes,Entertainment,0.0,Low,5.0,2
464923,Male,Yes,48,No,Executive,5.0,High,2.0,3
459364,Female,Yes,76,Yes,Marketing,0.0,Low,2.0,4
462119,Male,Yes,71,Yes,Entertainment,0.0,Low,2.0,3
465132,Female,No,41,Yes,Artist,0.0,Low,1.0,1
466039,Female,No,29,No,Entertainment,0.0,Low,,2
463873,Male,Yes,57,Yes,Artist,1.0,Average,5.0,3
467633,Male,Yes,49,No,Entertainment,0.0,Low,1.0,3
462780,Male,Yes,21,No,Healthcare,1.0,High,8.0,2
462445,Male,No,18,No,Healthcare,0.0,Low,3.0,2
461052,Male,No,22,No,Healthcare,,Low,3.0,2
460664,Female,No,33,No,Homemaker,8.0,Low,1.0,1
465992,Male,Yes,53,Yes,Entertainment,1.0,Low,3.0,3
463990,Male,Yes,55,Yes,Artist,1.0,Average,2.0,3
463128,Male,Yes,73,Yes,Lawyer,0.0,High,4.0,4
463536,Male,Yes,89,Yes,Executive,,High,2.0,4
460775,Male,Yes,59,Yes,Artist,0.0,Low,2.0,3
464118,Male,No,38,Yes,Entertainment,0.0,Low,2.0,1
459264,Female,No,42,Yes,Artist,0.0,Low,2.0,1
464069,Female,Yes,83,Yes,Lawyer,1.0,High,2.0,4
461185,Female,No,22,No,Healthcare,,Low,4.0,2
465564,Male,Yes,46,No,Artist,0.0,Average,4.0,3
466387,Male,Yes,37,Yes,Entertainment,8.0,Average,2.0,3
462887,Female,Yes,42,No,Engineer,1.0,Low,3.0,0
465977,Male,Yes,71,Yes,Artist,0.0,Average,2.0,3
462775,Female,No,18,No,Healthcare,7.0,Low,3.0,2
460286,Female,No,41,Yes,Artist,4.0,Low,1.0,1
466294,Male,Yes,27,Yes,Healthcare,0.0,Low,5.0,3
466037,Female,No,53,No,Entertainment,1.0,Low,1.0,1
466335,Female,No,28,No,Healthcare,0.0,Low,3.0,2
465750,Male,Yes,35,Yes,,3.0,Average,2.0,3
461933,Male,No,18,No,Doctor,0.0,Low,2.0,2
466681,Male,No,19,No,Healthcare,2.0,Low,4.0,2
466605,Female,No,32,No,Healthcare,0.0,Low,4.0,2
461332,Male,No,30,No,Healthcare,1.0,Low,4.0,2
461610,Male,No,36,Yes,Doctor,0.0,Low,1.0,1
467707,Male,Yes,82,Yes,Lawyer,5.0,High,2.0,4
460558,Female,Yes,37,Yes,Engineer,,Low,1.0,0
465158,Male,No,45,Yes,Artist,1.0,Low,1.0,1
460353,Male,No,31,Yes,,6.0,Low,1.0,1
459903,Male,Yes,27,Yes,Entertainment,9.0,Low,4.0,3
464021,Female,No,18,No,Healthcare,1.0,Low,5.0,2
463325,Male,Yes,22,No,Doctor,1.0,Low,4.0,2
459660,Female,No,22,No,Healthcare,2.0,Low,6.0,2
466423,Female,No,42,No,Homemaker,8.0,Low,1.0,1
465585,Male,Yes,69,No,Doctor,1.0,Low,1.0,3
462671,Female,Yes,43,Yes,Homemaker,8.0,High,2.0,0
459603,Female,Yes,89,No,Lawyer,3.0,High,2.0,4
463614,Female,No,26,No,Healthcare,1.0,Low,4.0,2
465152,Male,No,43,Yes,Artist,1.0,Low,3.0,1
460525,Male,Yes,30,Yes,Entertainment,1.0,Average,2.0,3
466108,Female,Yes,60,Yes,Executive,0.0,Low,2.0,0
465400,Female,Yes,38,Yes,Doctor,7.0,High,4.0,0
465405,Female,,29,Yes,Homemaker,0.0,High,4.0,0
465681,Male,Yes,45,Yes,Entertainment,0.0,Average,2.0,3
466251,Male,No,20,No,Healthcare,3.0,Low,4.0,2
460417,Female,Yes,51,Yes,Marketing,9.0,Low,1.0,4
460569,Male,Yes,36,Yes,Entertainment,1.0,Average,4.0,3
461162,Female,No,41,No,Marketing,9.0,Low,3.0,2
459241,Male,Yes,46,No,Entertainment,,Low,5.0,3
463628,Female,No,30,Yes,Artist,9.0,Low,1.0,1
467817,Female,No,23,No,Homemaker,0.0,Low,5.0,2
460406,Male,Yes,39,Yes,Healthcare,4.0,Low,2.0,3
464122,Male,Yes,63,Yes,Artist,0.0,Average,4.0,3
459658,Male,Yes,60,Yes,Artist,1.0,Average,3.0,3
462757,Male,No,20,No,Healthcare,1.0,Low,3.0,2
459529,Female,Yes,89,No,Lawyer,1.0,High,2.0,4
464916,Female,,31,,Doctor,9.0,High,2.0,0
465920,Male,No,43,Yes,Executive,1.0,Low,4.0,1
463262,Female,Yes,70,No,Lawyer,3.0,High,2.0,4
465631,Male,No,35,Yes,Artist,9.0,Low,1.0,1
467164,Male,Yes,42,Yes,Artist,0.0,High,2.0,3
467859,Male,Yes,39,Yes,Doctor,6.0,Average,2.0,3
461703,Female,Yes,29,Yes,Healthcare,0.0,Low,2.0,0
460667,Female,No,38,No,Homemaker,8.0,Low,,2
466097,Female,Yes,74,No,Lawyer,1.0,Low,1.0,4
464390,Male,Yes,41,Yes,Artist,1.0,Low,2.0,3
465423,Male,Yes,51,Yes,Entertainment,0.0,Average,4.0,3
461337,Male,Yes,50,Yes,Executive,1.0,High,3.0,3
463888,Male,No,23,No,Marketing,0.0,Low,3.0,2
460390,Male,No,36,Yes,Artist,9.0,Low,3.0,1
465286,Male,No,36,Yes,Artist,8.0,Low,1.0,1
460294,Female,Yes,50,Yes,Doctor,1.0,Low,2.0,0
460509,Male,No,23,No,Healthcare,,Low,4.0,2
461248,Female,No,37,No,Healthcare,1.0,Low,1.0,1
464336,Male,Yes,65,Yes,Executive,0.0,High,4.0,4
467595,Female,No,26,Yes,Healthcare,0.0,Low,1.0,1
466406,Male,Yes,55,Yes,Entertainment,1.0,Low,3.0,3
465092,Male,Yes,65,Yes,Executive,0.0,High,2.0,4
459492,Female,Yes,72,Yes,Lawyer,1.0,High,2.0,4
461426,Male,Yes,51,Yes,Artist,7.0,Average,2.0,3
467022,Male,No,25,Yes,Artist,1.0,Low,5.0,2
467330,Male,Yes,38,No,Executive,0.0,High,3.0,3
459691,Male,Yes,55,No,Artist,,Average,2.0,3
466161,Male,Yes,46,No,Artist,0.0,Average,,3
461320,Female,No,39,Yes,Artist,0.0,Low,3.0,1
466283,Female,Yes,62,Yes,Artist,0.0,High,2.0,0
463705,Female,Yes,37,Yes,Artist,4.0,Average,2.0,0
465821,Female,No,28,No,Engineer,3.0,Low,7.0,2
467457,Female,No,32,Yes,Marketing,1.0,Low,6.0,2
466543,Male,No,31,Yes,Doctor,14.0,Low,2.0,1
463772,Female,No,31,No,Healthcare,1.0,Low,3.0,2
465881,Male,No,43,Yes,Artist,8.0,Low,,1
459757,Male,Yes,67,Yes,Artist,1.0,Average,2.0,3
464452,Female,No,72,Yes,Lawyer,0.0,Low,1.0,4
463839,Female,Yes,57,No,Engineer,0.0,Low,3.0,0
462777,Male,,58,No,Executive,,High,3.0,4
464368,Male,Yes,36,Yes,Entertainment,4.0,Average,2.0,3
466923,Female,No,21,No,Homemaker,9.0,Low,1.0,1
459878,Male,Yes,47,No,Entertainment,1.0,Average,5.0,3
467279,Female,No,25,Yes,Entertainment,8.0,Low,3.0,1
465604,Female,Yes,41,No,Engineer,9.0,Average,2.0,0
460787,Male,No,29,Yes,Healthcare,0.0,Low,4.0,2
466240,Male,No,21,No,Healthcare,0.0,Low,3.0,2
466621,Male,Yes,66,Yes,Lawyer,0.0,Low,1.0,4
464619,Male,Yes,27,Yes,Entertainment,10.0,Low,2.0,3
462722,Female,No,27,No,Homemaker,,Low,4.0,2
467404,Male,Yes,52,Yes,Artist,4.0,Low,1.0,3
461314,Male,Yes,46,Yes,Artist,1.0,Average,3.0,3
463340,Female,No,23,No,Healthcare,0.0,Low,4.0,2
467870,Male,No,27,Yes,Entertainment,0.0,Low,5.0,2
462200,Female,Yes,52,Yes,Doctor,1.0,Low,3.0,0
465591,Male,Yes,65,No,Artist,0.0,Average,2.0,3
461002,Male,No,42,No,Entertainment,,Low,3.0,2
460812,Male,Yes,59,No,Entertainment,1.0,Low,2.0,3
467105,Female,Yes,45,Yes,Lawyer,0.0,Low,1.0,4
460630,Male,Yes,18,No,Executive,,Average,,3
462037,Female,Yes,61,No,Engineer,1.0,High,3.0,0
